date,open,high,low,close,volume,Name,Daily_Return,Month,Year,MA50,MA200
2013-08-29,70.2356,70.9285,70.1614,70.2428,59807748,AAPL,0.0016384349167735124,8,2013,64.127568,
2013-08-30,70.2856,70.4214,69.4999,69.6022,68078395,AAPL,-0.009119795907908124,8,2013,64.328648,
2013-09-03,70.4428,71.5142,69.6214,69.7971,83000148,AAPL,0.002800198844289392,9,2013,64.543162,
2013-09-04,71.3656,71.7485,70.8971,71.2415,86049453,AAPL,0.02069426953268838,9,2013,64.81787800000001,
2013-09-05,71.4642,71.5256,70.5199,70.7528,58913211,AAPL,-0.00685976572643765,9,2013,65.082564,
2013-09-06,71.2056,71.3399,69.9928,71.1742,89551595,AAPL,0.005955948033152136,9,2013,65.368706,
2013-09-09,72.1428,72.5599,71.9256,72.3099,84887432,AAPL,0.01595662473199555,9,2013,65.68982,
2013-09-10,72.3142,72.4928,69.9285,70.6628,185494435,AAPL,-0.02277834708663673,9,2013,65.970134,
2013-09-11,66.7157,67.6699,66.4014,66.8156,224250866,AAPL,-0.05444448847201078,9,2013,66.137248,
2013-09-12,66.9285,67.9142,66.5728,67.5271,100874816,AAPL,0.010648710780117199,9,2013,66.29210599999999,
2013-09-13,67.0485,67.4041,66.3856,66.4142,74578903,AAPL,-0.01648079067515129,9,2013,66.418106,
2013-09-16,65.8571,65.9442,63.8885,64.3028,136823442,AAPL,-0.03179139400911235,9,2013,66.511534,
2013-09-17,63.9942,65.6728,63.9285,65.0456,99756489,AAPL,0.011551596509016493,9,2013,66.62659,
2013-09-18,66.1685,66.6214,65.8085,66.3828,113743049,AAPL,0.020557885544910226,9,2013,66.747532,
2013-09-19,67.2428,67.9756,67.0356,67.4714,100918377,AAPL,0.016398826201967864,9,2013,66.89487600000001,
2013-09-20,68.2856,68.3642,66.5714,66.7728,174570949,AAPL,-0.010354016664838706,9,2013,67.00951,
2013-09-23,70.8714,70.9871,68.9428,70.0914,190021706,AAPL,0.049699877794550984,9,2013,67.19274,
2013-09-24,70.6971,70.7814,69.6885,69.8714,90602953,AAPL,-0.0031387588206256423,9,2013,67.368912,
2013-09-25,69.8856,69.9485,68.7757,68.7899,79110192,AAPL,-0.015478436098317672,9,2013,67.515582,
2013-09-26,69.4285,69.7942,69.1285,69.4599,59086559,AAPL,0.009739801918595692,9,2013,67.675324,
2013-09-27,69.1114,69.2385,68.6742,68.9642,56816676,AAPL,-0.007136491702406711,9,2013,67.821014,
2013-09-30,68.1785,68.8085,67.7729,68.1071,64852879,AAPL,-0.012428187378378919,9,2013,67.969014,
2013-10-01,68.3499,69.8771,68.3401,69.7085,88255013,AAPL,0.023512967076853908,10,2013,68.145156,
2013-10-02,69.3756,70.2571,69.1071,69.9371,71849680,AAPL,0.003279370521529046,10,2013,68.346784,
2013-10-03,70.0728,70.3356,68.6769,69.0585,80629248,AAPL,-0.012562717070053075,10,2013,68.469356,
2013-10-04,69.1228,69.2285,68.3714,69.0042,64673329,AAPL,-0.0007862898846630051,10,2013,68.59658400000001,
2013-10-07,69.5085,70.3785,69.3356,69.6785,77919884,AAPL,0.009771868958701191,10,2013,68.730184,
2013-10-08,69.9914,70.0914,68.6485,68.7056,72418815,AAPL,-0.01396270011553058,10,2013,68.824898,
2013-10-09,69.2342,69.6842,68.3256,69.5125,75311488,AAPL,0.011744311962925913,10,2013,68.91995,
2013-10-10,70.1885,70.3399,69.5771,69.9482,69650490,AAPL,0.00626793742132703,10,2013,69.025972,
2013-10-11,69.5699,70.5485,69.3085,70.4016,66934938,AAPL,0.006481939492367195,10,2013,69.129216,
2013-10-14,69.9756,71.0828,69.9071,70.8628,65474542,AAPL,0.006550987477557113,10,2013,69.22493,
2013-10-15,71.0721,71.7142,70.7885,71.2399,80018603,AAPL,0.0053215509406912,10,2013,69.308444,
2013-10-16,71.5414,71.7899,71.3185,71.5876,62775013,AAPL,0.004880691859477482,10,2013,69.41091200000001,
2013-10-17,71.4256,72.1114,71.3828,72.0714,63398335,AAPL,0.0067581536467209435,10,2013,69.52382800000001,
2013-10-18,72.2842,72.7514,72.2442,72.6985,72635570,AAPL,0.00870109363769811,10,2013,69.660628,
2013-10-21,73.1099,74.8999,73.0742,74.4802,99526945,AAPL,0.024508071005591603,10,2013,69.851804,
2013-10-22,75.2006,75.4927,72.5756,74.2667,133515753,AAPL,-0.002866533655924597,10,2013,70.001826,
2013-10-23,74.1428,75.0956,74.1428,74.9942,78431122,AAPL,0.009795776572811388,10,2013,70.10294,
2013-10-24,74.9999,76.0671,74.6356,75.9871,96191095,AAPL,0.013239690536068105,10,2013,70.198398,
2013-10-25,75.9021,76.1756,75.0156,75.1368,84448133,AAPL,-0.01119005725971911,10,2013,70.278536,
2013-10-28,75.5771,75.8571,74.7442,75.6965,137610123,AAPL,0.007449079545575721,10,2013,70.35723800000001,
2013-10-29,76.6099,77.0356,73.5056,73.8111,158952115,AAPL,-0.024907360313885074,10,2013,70.382776,
2013-10-30,74.2299,75.3599,73.8599,74.9851,88540697,AAPL,0.01590546679293503,10,2013,70.45085,
2013-10-31,74.9999,75.3556,74.4671,74.6716,68923785,AAPL,-0.00418083059167762,10,2013,70.50897,
2013-11-01,74.8599,74.9714,73.6914,74.2899,68722304,AAPL,-0.005111715833060915,11,2013,70.55774,
2013-11-04,74.4428,75.2599,74.1156,75.2499,61157033,AAPL,0.012922348798423355,11,2013,70.631254,
2013-11-05,74.9399,75.5549,74.7142,75.0641,66368071,AAPL,-0.002469106271237531,11,2013,70.69548,
2013-11-06,74.8785,74.9799,74.0285,74.4171,55844152,AAPL,-0.008619300038233857,11,2013,70.78785199999999,
2013-11-07,74.2256,74.7414,73.1971,73.2131,65655100,AAPL,-0.016179077120715646,11,2013,70.84955599999999,
2013-11-08,73.5114,74.4471,73.2271,74.3656,69829543,AAPL,0.015741718353682543,11,2013,70.932012,
2013-11-11,74.2842,74.5242,73.4871,74.1496,56863303,AAPL,-0.002904568779112826,11,2013,71.02296,
2013-11-12,73.9528,74.8456,73.8571,74.2871,51114651,AAPL,0.0018543592952624532,11,2013,71.11276,
2013-11-13,73.9999,74.6071,73.8514,74.3762,49304927,AAPL,0.001199400703487008,11,2013,71.175454,
2013-11-14,74.6871,75.6114,74.5528,75.4514,70605087,AAPL,0.014456237344742107,11,2013,71.26942600000001,
2013-11-15,75.2256,75.5842,74.9271,74.9986,79479764,AAPL,-0.006001214026512547,11,2013,71.34591400000001,
2013-11-18,74.9985,75.3128,74.0285,74.0898,61236224,AAPL,-0.012117559527777821,11,2013,71.381512,
2013-11-19,74.1471,74.7685,73.9956,74.2214,52234707,AAPL,0.0017762229078768232,11,2013,71.452684,
2013-11-20,74.1756,74.3456,73.4756,73.5714,48545798,AAPL,-0.0087575820450706,11,2013,71.5878,
2013-11-21,73.9428,74.4585,73.3814,74.4479,65506861,AAPL,0.011913596859649322,11,2013,71.72621600000001,65.67035200000001
2013-11-22,74.2171,74.5942,74.0756,74.2571,55931232,AAPL,-0.002562866111737283,11,2013,71.883074,65.7023665
2013-11-25,74.4314,75.1242,74.4285,74.8199,57348403,AAPL,0.007579073246868129,11,2013,72.09341599999999,65.733659
2013-11-26,74.8742,76.5914,74.8571,76.1999,100345728,AAPL,0.018444290890525128,11,2013,72.316502,65.78044449999999
2013-11-27,76.6156,77.9999,76.1999,77.9942,90861841,AAPL,0.02354727499642406,11,2013,72.54872999999999,65.8368375
2013-11-29,78.4971,79.7613,78.2585,79.4385,79532215,AAPL,0.018518043649399463,11,2013,72.788072,65.900752
2013-12-02,79.7142,80.6185,78.6885,78.7471,118135885,AAPL,-0.008703588310454036,12,2013,73.02755800000001,65.965802
2013-12-03,79.7571,80.9113,79.6685,80.9031,112741734,AAPL,0.02737878601243726,12,2013,73.243792,66.0417535
2013-12-04,80.7856,81.3128,80.1171,80.7142,94452666,AAPL,-0.002334891988069576,12,2013,73.460648,66.1247175
2013-12-05,81.8071,82.1622,80.9156,81.1286,111895315,AAPL,0.005134164744245773,12,2013,73.70742200000001,66.2117465
2013-12-06,80.8271,80.9642,79.9385,80.0028,86088352,AAPL,-0.013876733975441646,12,2013,73.91828,66.2897535
2013-12-09,80.1285,81.3685,80.1285,80.9185,80123533,AAPL,0.011445849395271157,12,2013,74.157366,66.37806049999999
2013-12-10,80.5113,81.1256,80.1713,80.7928,69567610,AAPL,-0.0015534148556880512,12,2013,74.41108,66.461332
2013-12-11,80.9999,81.5671,79.9556,80.1942,89929693,AAPL,-0.007409076056282271,12,2013,74.620794,66.5447535
2013-12-12,80.3058,80.7628,80.0042,80.0771,65572318,AAPL,-0.0014602053515091473,12,2013,74.823594,66.6298535
2013-12-13,80.4071,80.4113,79.0956,79.2042,83205283,AAPL,-0.010900744407577267,12,2013,75.02650799999999,66.718396
2013-12-16,79.2885,80.3769,79.2871,79.6428,70648452,AAPL,0.00553758512806124,12,2013,75.23928,66.8165745
2013-12-17,79.4013,79.9199,79.0535,79.2842,57475649,AAPL,-0.004502604127428866,12,2013,75.431394,66.905036
2013-12-18,78.5285,78.7785,76.9714,78.6813,141465807,AAPL,-0.007604289379220641,12,2013,75.630908,66.9943985
2013-12-19,78.4999,78.5713,77.6757,77.7799,80239369,AAPL,-0.01145634350220437,12,2013,75.796256,67.0757395
2013-12-20,77.9185,78.8013,77.831,78.4314,109103435,AAPL,0.008376200020828062,12,2013,75.96592000000001,67.1595255
2013-12-23,81.1428,81.5313,80.3942,81.4413,125326831,AAPL,0.038376211568325935,12,2013,76.186714,67.253968
2013-12-24,81.4128,81.6971,80.8613,81.0956,41888735,AAPL,-0.004244775071124751,12,2013,76.39137000000001,67.353425
2013-12-26,81.1571,81.3571,80.4822,80.5571,51002035,AAPL,-0.006640310941654071,12,2013,76.577714,67.4502465
2013-12-27,80.5456,80.6299,79.9285,80.0128,56471317,AAPL,-0.0067566980439962565,12,2013,76.746218,67.541382
2013-12-30,79.6371,80.0128,78.9029,79.2171,63407722,AAPL,-0.009944658854583177,12,2013,76.889132,67.620568
2013-12-31,79.1671,80.1828,79.1428,80.1456,55819372,AAPL,0.011720954187921517,12,2013,77.038074,67.695782
2014-01-02,79.3828,79.5756,78.8601,79.0185,58791957,AAPL,-0.014063155057794763,1,2014,77.12884,67.766239
2014-01-03,78.9799,79.0999,77.2042,77.2828,98303870,AAPL,-0.02196574219961156,1,2014,77.189162,67.829739
2014-01-06,76.7785,78.1142,76.2285,77.7042,103359151,AAPL,0.005452700989094561,1,2014,77.24336199999999,67.894882
2014-01-07,77.7599,77.9942,76.8464,77.1481,79432766,AAPL,-0.007156627312294606,1,2014,77.266582,67.950687
2014-01-08,76.9728,77.9371,76.9556,77.6371,64686685,AAPL,0.006338458108495315,1,2014,77.316588,68.0077445
2014-01-09,78.1142,78.1228,76.4785,76.6455,69905199,AAPL,-0.012772244197683857,1,2014,77.335568,68.0615895
2014-01-10,77.1185,77.2571,75.8728,76.1342,76320664,AAPL,-0.006670972203195125,1,2014,77.38203,68.1193465
2014-01-13,75.7014,77.4999,75.6971,76.5328,94860843,AAPL,0.005235492065326586,1,2014,77.412984,68.18582500000001
2014-01-14,76.8885,78.1042,76.8085,78.0556,83734371,AAPL,0.019897351201053626,1,2014,77.48066399999999,68.269739
2014-01-15,79.0742,80.0285,78.8085,79.6228,98472619,AAPL,0.020077995685126915,1,2014,77.587322,68.36085899999999
2014-01-16,79.2713,79.5499,78.8113,79.1785,57471330,AAPL,-0.005580059982818963,1,2014,77.665894,68.44818749999999
2014-01-17,78.7828,78.8671,77.1285,77.2385,108426689,AAPL,-0.024501600813352065,1,2014,77.70938199999999,68.528866
2014-01-21,77.2842,78.5813,77.2028,78.4385,82255544,AAPL,0.015536293428795256,1,2014,77.78981,68.618773
2014-01-22,78.702,79.6128,78.2585,78.7871,95219334,AAPL,0.004444246129132967,1,2014,77.90129,68.708273
2014-01-23,78.5628,79.4999,77.8294,79.4542,100978346,AAPL,0.008467122155784379,1,2014,78.003062,68.8005585
2014-01-24,79.1428,79.3742,77.8214,78.0099,108384437,AAPL,-0.01817776782095848,1,2014,78.08026799999999,68.879401
